date,antam_0_5g_idr,antam_1g_idr,antam_2g_idr,antam_3g_idr,antam_5g_idr,antam_10g_idr,antam_25g_idr,antam_50g_idr,antam_100g_idr,antam_250g_idr,antam_500g_idr,antam_1000g_idr,antam_0_5g_buyback_idr,antam_1g_buyback_idr,antam_2g_buyback_idr,antam_3g_buyback_idr,antam_5g_buyback_idr,antam_10g_buyback_idr,antam_25g_buyback_idr,antam_50g_buyback_idr,antam_100g_buyback_idr,antam_250g_buyback_idr,antam_500g_buyback_idr,antam_1000g_buyback_idr,usd_idr,world_gold_idr_gram,world_gold_usd_oz,world_silver_usd_oz
2020-06-19,463968,895000,1770220,2647052,4400715,8783262,21916760,43807476,87589175,218885406,437701540,875389924,406426,784000,1550674,2318758,3854928,7693941,19198592,38374370,76726160,191738725,383416768,766822011,,,,
2020-06-20,469152,905000,1790000,2676628,4449885,8881398,22161640,44296944,88567825,221331054,442592060,885170816,411610,794000,1570453,2348334,3904098,7792078,19443472,38863839,77704810,194184372,388307288,776602904,,,,
2020-06-21,469152,905000,1790000,2676628,4449885,8881398,22161640,44296944,88567825,221331054,442592060,885170816,411610,794000,1570453,2348334,3904098,7792078,19443472,38863839,77704810,194184372,388307288,776602904,,,,
2020-06-22,470189,907000,1793955,2682543,4459719,8901026,22210616,44394838,88763555,221820183,443570164,887126995,413165,797000,1576386,2357207,3918849,7821519,19516936,39010679,77998405,194918066,389774444,779537172,,,,
2020-06-23,470707,908000,1795933,2685501,4464636,8910840,22235104,44443785,88861420,222064748,444059216,888105084,414202,799000,1580342,2363122,3928683,7841146,19565912,39108573,78194135,195407195,390752548,781493351,,,,
2020-06-24,474854,916000,1811756,2709162,4503972,8989349,22431008,44835360,89644340,224021265,447971632,895929799,419386,809000,1600121,2392698,3977853,7939283,19810792,39598042,79172785,197852842,395643068,791274244,,,,
2020-06-25,470189,907000,1793955,2682543,4459719,8901026,22210616,44394838,88763555,221820183,443570164,887126995,414720,800000,1582320,2366080,3933600,7850960,19590400,39157520,78292000,195651760,391241600,782471440,,,,
2020-06-26,471744,910000,1799889,2691416,4474470,8930467,22284080,44541679,89057150,222553877,445037320,890061263,416275,803000,1588254,2374953,3948351,7880401,19663864,39304361,78585595,196385454,392708756,785405708,,,,
2020-06-27,472781,912000,1803845,2697331,4484304,8950094,22333056,44639573,89252880,223043006,446015424,892017442,418349,807000,1596165,2386783,3968019,7919656,19761816,39500148,78977055,197363713,394664964,789318065,,,,
2020-06-28,472781,912000,1803845,2697331,4484304,8950094,22333056,44639573,89252880,223043006,446015424,892017442,418349,807000,1596165,2386783,3968019,7919656,19761816,39500148,78977055,197363713,394664964,789318065,,,,
2020-06-29,472262,911000,1801867,2694374,4479387,8940281,22308568,44590626,89155015,222798442,445526372,891039352,417830,806000,1594187,2383826,3963102,7909842,19737328,39451201,78879190,197119148,394175912,788339976,,,,
2020-06-30,475891,918000,1815712,2715077,4513806,9008977,22479984,44933254,89840070,224510395,448949736,897885977,421978,814000,1610011,2407486,4002438,7988352,19933232,39842777,79662110,199075666,398088328,796164690,,,,
2020-07-01,476410,919000,1817690,2718034,4518723,9018790,22504472,44982201,89937935,224754959,449438788,898864067,422496,815000,1611988,2410444,4007355,7998166,19957720,39891724,79759975,199320230,398577380,797142780,,,,
2020-07-02,474336,915000,1809778,2706204,4499055,8979536,22406520,44786414,89546475,223776700,447482580,894951710,420941,812000,1606055,2401571,3992604,7968724,19884256,39744883,79466380,198586536,397110224,794208512,,,,
2020-07-03,481075,928000,1835491,2744653,4562976,9107114,22724864,45422723,90818720,226956042,453840256,907666870,427680,825000,1631768,2440020,4056525,8096303,20202600,40381192,80738625,201765878,403467900,806923672,,,,
2020-07-04,482112,930000,1839447,2750568,4572810,9126741,22773840,45520617,91014450,227445171,454818360,909623049,429235,828000,1637701,2448893,4071276,8125744,20276064,40528033,81032220,202499572,404935056,809857940,,,,
2020-07-05,482112,930000,1839447,2750568,4572810,9126741,22773840,45520617,91014450,227445171,454818360,909623049,429235,828000,1637701,2448893,4071276,8125744,20276064,40528033,81032220,202499572,404935056,809857940,,,,
2020-07-06,482630,931000,1841425,2753526,4577727,9136555,22798328,45569564,91112315,227689736,455307412,910601138,429754,829000,1639679,2451850,4076193,8135557,20300552,40576980,81130085,202744136,405424108,810836030,,,,
2020-07-07,484186,934000,1847359,2762398,4592478,9165996,22871792,45716405,91405910,228423430,456774568,913535406,431309,832000,1645613,2460723,4090944,8164998,20374016,40723821,81423680,203477830,406891264,813770298,,,,
2020-07-08,484186,934000,1847359,2762398,4592478,9165996,22871792,45716405,91405910,228423430,456774568,913535406,431309,832000,1645613,2460723,4090944,8164998,20374016,40723821,81423680,203477830,406891264,813770298,,,,
2020-07-09,487296,940000,1859226,2780144,4621980,9224878,23018720,46010086,91993100,229890818,459708880,919403942,434419,838000,1657480,2478469,4120446,8223881,20520944,41017502,82010870,204945219,409825576,819638833,,,,
2020-07-10,485741,937000,1853292,2771271,4607229,9195437,22945256,45863245,91699505,229157124,458241724,916469674,432864,835000,1651546,2469596,4105695,8194440,20447480,40870662,81717275,204211524,408358420,816704566,,,,
2020-07-11,485741,937000,1853292,2771271,4607229,9195437,22945256,45863245,91699505,229157124,458241724,916469674,432864,835000,1651546,2469596,4105695,8194440,20447480,40870662,81717275,204211524,408358420,816704566,,,,
2020-07-13,486259,938000,1855270,2774229,4612146,9205251,22969744,45912192,91797370,229401689,458730776,917447763,433382,836000,1653524,2472554,4110612,8204253,20471968,40919608,81815140,204456089,408847472,817682655,,,,
2020-07-14,486259,938000,1855270,2774229,4612146,9205251,22969744,45912192,91797370,229401689,458730776,917447763,433382,836000,1653524,2472554,4110612,8204253,20471968,40919608,81815140,204456089,408847472,817682655,,,,
2020-07-15,488333,942000,1863182,2786059,4631814,9244505,23067696,46107980,92188830,230379947,460686984,921360121,435974,841000,1663414,2487342,4135197,8253322,20594408,41164343,82304465,205678913,411292732,822573101,,,,
2020-07-16,491962,949000,1877027,2806762,4666233,9313201,23239112,46450608,92873885,232091900,464110348,928206746,439603,848000,1677259,2508045,4169616,8322018,20765824,41506971,82989520,207390866,414716096,829419726,,,,
2020-07-17,489370,944000,1867138,2791974,4641648,9264133,23116672,46205874,92384560,230869077,461665088,923316299,437530,844000,1669348,2496214,4149948,8282763,20667872,41311184,82598060,206412607,412759888,825507369,,,,
2020-07-18,495590,956000,1890872,2827466,4700652,9381897,23410528,46793236,93558940,233803853,467533712,935053371,444787,858000,1697038,2537621,4218786,8420155,21010704,41996440,83968170,209836513,419606616,839200619,,,,
2020-07-19,495590,956000,1890872,2827466,4700652,9381897,23410528,46793236,93558940,233803853,467533712,935053371,444787,858000,1697038,2537621,4218786,8420155,21010704,41996440,83968170,209836513,419606616,839200619,,,,
2020-07-20,495590,956000,1890872,2827466,4700652,9381897,23410528,46793236,93558940,233803853,467533712,935053371,443750,856000,1693082,2531706,4208952,8400527,20961728,41898546,83772440,209347383,418628512,837244441,,,,
2020-07-21,499219,963000,1904718,2848169,4735071,9450593,23581944,47135865,94243995,235515806,470957076,941899996,447379,863000,1706928,2552409,4243371,8469223,21133144,42241175,84457495,211059336,422051876,844091066,,,,
2020-07-22,509069,982000,1942298,2904363,4828494,9637053,24047216,48065856,96103430,240162535,480249064,960483693,456710,881000,1742530,2605646,4331877,8645870,21573928,43122219,86219065,215461501,430854812,861696673,,,,
2020-07-23,506477,977000,1932408,2889575,4803909,9587985,23924776,47821121,95614105,238939712,477803804,955593246,454637,877000,1734618,2593815,4312209,8606615,21475976,42926431,85827605,214483242,428898604,857784316,,,,
2020-07-24,510106,984000,1946254,2910278,4838328,9656681,24096192,48163750,96299160,240651665,481227168,962439871,458266,884000,1748464,2614518,4346628,8675311,21647392,43269060,86512660,216195195,432321968,864630941,,,,
2020-07-25,512698,989000,1956143,2925066,4862913,9705749,24218632,48408484,96788485,241874488,483672428,967330318,460858,889000,1758353,2629306,4371213,8724379,21769832,43513794,87001985,217418018,434767228,869521388,,,,
2020-07-26,512698,989000,1956143,2925066,4862913,9705749,24218632,48408484,96788485,241874488,483672428,967330318,460858,889000,1758353,2629306,4371213,8724379,21769832,43513794,87001985,217418018,434767228,869521388,,,,
2020-07-27,516845,997000,1971966,2948727,4902249,9784259,24414536,48800059,97571405,243831006,487584844,975155032,464486,896000,1772198,2650010,4405632,8793075,21941248,43856422,87687040,219129971,438190592,876368013,,,,
2020-07-28,525139,1013000,2003613,2996049,4980921,9941278,24806344,49583210,99137245,247744041,495409676,990804461,471744,910000,1799889,2691416,4474470,8930467,22284080,44541679,89057150,222553877,445037320,890061263,,,,
2020-07-29,525139,1013000,2003613,2996049,4980921,9941278,24806344,49583210,99137245,247744041,495409676,990804461,471744,910000,1799889,2691416,4474470,8930467,22284080,44541679,89057150,222553877,445037320,890061263,,,,
2020-07-30,526694,1016000,2009546,3004922,4995672,9970719,24879808,49730050,99430840,248477735,496876832,993738729,473299,913000,1805823,2700289,4489221,8959908,22357544,44688520,89350745,223287571,446504476,892995531,,,,
2020-08-01,532915,1028000,2033281,3040413,5054676,10088484,25173664,50317413,100605220,251412512,502745456,1005475800,480038,926000,1831535,2738738,4553142,9087486,22675888,45324829,90622990,226466912,452862152,905710692,,,,
2020-08-03,532915,1028000,2033281,3040413,5054676,10088484,25173664,50317413,100605220,251412512,502745456,1005475800,480557,927000,1833513,2741695,4558059,9097300,22700376,45373776,90720855,226711477,453351204,906688781,,,,
2020-08-04,533434,1029000,2035259,3043370,5059593,10098297,25198152,50366360,100703085,251657076,503234508,1006453890,481594,929000,1837469,2747610,4567893,9116927,22749352,45471670,90916585,227200606,454329308,908644960,,,,
2020-08-05,543283,1048000,2072839,3099565,5153016,10284758,25663424,51296351,102562520,256303806,512526496,1025037586,490925,947000,1873071,2800847,4656399,9293574,23190136,46352714,92678155,231602771,463132244,926250567,,,,
2020-08-06,546394,1054000,2084707,3117310,5182518,10343640,25810352,51590033,103149710,257771194,515460808,1030906122,494035,953000,1884939,2818593,4685901,9352456,23337064,46646396,93265345,233070159,466066556,932119103,,,,
2020-08-07,552096,1065000,2106464,3149844,5236605,10451590,26079720,52128448,104226225,260461406,520840380,1041665104,499738,964000,1906696,2851126,4739988,9460407,23606432,47184812,94341860,235760371,471446128,942878085,,,,
2020-08-08,546912,1055000,2086684,3120268,5187435,10353454,25834840,51638980,103247575,258015758,515949860,1031884212,494554,954000,1886917,2821550,4690818,9362270,23361552,46695343,93363210,233314724,466555608,933097192,,,,
2020-08-09,546912,1055000,2086684,3120268,5187435,10353454,25834840,51638980,103247575,258015758,515949860,1031884212,494554,954000,1886917,2821550,4690818,9362270,23361552,46695343,93363210,233314724,466555608,933097192,,,,
2020-08-10,546394,1054000,2084707,3117310,5182518,10343640,25810352,51590033,103149710,257771194,515460808,1030906122,494035,953000,1884939,2818593,4685901,9352456,23337064,46646396,93265345,233070159,466066556,932119103,,,,
2020-08-11,547430,1056000,2088662,3123226,5192352,10363267,25859328,51687926,103345440,258260323,516438912,1032862301,494554,954000,1886917,2821550,4690818,9362270,23361552,46695343,93363210,233314724,466555608,933097192,,,,
2020-08-12,531878,1026000,2029325,3034498,5044842,10068856,25124688,50219519,100409490,250923382,501767352,1003519622,469670,906000,1791977,2679586,4454802,8891212,22186128,44345891,88665690,221575618,443081112,886148906,,,,
2020-08-13,532915,1028000,2033281,3040413,5054676,10088484,25173664,50317413,100605220,251412512,502745456,1005475800,472262,911000,1801867,2694374,4479387,8940281,22308568,44590626,89155015,222798442,445526372,891039352,,,,
2020-08-14,539136,1040000,2057016,3075904,5113680,10206248,25467520,50904776,101779600,254347288,508614080,1017212872,482112,930000,1839447,2750568,4572810,9126741,22773840,45520617,91014450,227445171,454818360,909623049,,,,
2020-08-15,536544,1035000,2047126,3061116,5089095,10157180,25345080,50660042,101290275,253124464,506168820,1012322426,480557,927000,1833513,2741695,4558059,9097300,22700376,45373776,90720855,226711477,453351204,906688781,,,,
2020-08-16,536544,1035000,2047126,3061116,5089095,10157180,25345080,50660042,101290275,253124464,506168820,1012322426,480557,927000,1833513,2741695,4558059,9097300,22700376,45373776,90720855,226711477,453351204,906688781,,,,
2020-08-17,533952,1030000,2037237,3046328,5064510,10108111,25222640,50415307,100800950,251901641,503723560,1007431979,479002,924000,1827580,2732822,4543308,9067859,22626912,45226936,90427260,225977783,451884048,903754513,,,,
2020-08-18,544320,1050000,2076795,3105480,5162850,10304385,25712400,51394245,102758250,256792935,513504600,1026993765,490406,946000,1871093,2797890,4651482,9283760,23165648,46303767,92580290,231358206,462643192,925272478,,,,
2020-08-19,548467,1058000,2092618,3129141,5202186,10382895,25908304,51785820,103541170,258749453,517417016,1034818479,495590,956000,1890872,2827466,4700652,9381897,23410528,46793236,93558940,233803853,467533712,935053371,,,,
2020-08-20,533952,1030000,2037237,3046328,5064510,10108111,25222640,50415307,100800950,251901641,503723560,1007431979,481075,928000,1835491,2744653,4562976,9107114,22724864,45422723,90818720,226956042,453840256,907666870,,,,
2020-08-21,534470,1031000,2039215,3049286,5069427,10117925,25247128,50464254,100898815,252146206,504212612,1008410068,482112,930000,1839447,2750568,4572810,9126741,22773840,45520617,91014450,227445171,454818360,909623049,,,,
2020-08-22,532397,1027000,2031303,3037455,5049759,10078670,25149176,50268466,100507355,251167947,502256404,1004497711,479520,925000,1829558,2735780,4548225,9077672,22651400,45275882,90525125,226222348,452373100,904732602,,,,
2020-08-23,532397,1027000,2031303,3037455,5049759,10078670,25149176,50268466,100507355,251167947,502256404,1004497711,479520,925000,1829558,2735780,4548225,9077672,22651400,45275882,90525125,226222348,452373100,904732602,,,,
2020-08-24,530323,1023000,2023392,3025625,5030091,10039415,25051224,50072679,100115895,250189688,500300196,1000585354,476410,919000,1817690,2718034,4518723,9018790,22504472,44982201,89937935,224754959,449438788,898864067,,,,
2020-08-25,529286,1021000,2019436,3019710,5020257,10019788,25002248,49974785,99920165,249700559,499322092,998629175,475373,917000,1813734,2712119,4508889,8999163,22455496,44884307,89742205,224265830,448460684,896907888,,,,
2020-08-26,524102,1011000,1999657,2990134,4971087,9921651,24757368,49485316,98941515,247254912,494431572,988848282,470189,907000,1793955,2682543,4459719,8901026,22210616,44394838,88763555,221820183,443570164,887126995,,,,
2020-08-27,528250,1019000,2015480,3013794,5010423,10000160,24953272,49876891,99724435,249211429,498343988,996672997,475373,917000,1813734,2712119,4508889,8999163,22455496,44884307,89742205,224265830,448460684,896907888,,,,
2020-08-28,524621,1012000,2001635,2993091,4976004,9931464,24781856,49534263,99039380,247499476,494920624,989826372,471744,910000,1799889,2691416,4474470,8930467,22284080,44541679,89057150,222553877,445037320,890061263,,,,
2020-08-29,532397,1027000,2031303,3037455,5049759,10078670,25149176,50268466,100507355,251167947,502256404,1004497711,480557,927000,1833513,2741695,4558059,9097300,22700376,45373776,90720855,226711477,453351204,906688781,,,,
2020-08-30,532397,1027000,2031303,3037455,5049759,10078670,25149176,50268466,100507355,251167947,502256404,1004497711,480557,927000,1833513,2741695,4558059,9097300,22700376,45373776,90720855,226711477,453351204,906688781,,,,
2020-08-31,533952,1030000,2037237,3046328,5064510,10108111,25222640,50415307,100800950,251901641,503723560,1007431979,482630,931000,1841425,2753526,4577727,9136555,22798328,45569564,91112315,227689736,455307412,910601138,,,,
2020-09-01,531878,1026000,2029325,3034498,5044842,10068856,25124688,50219519,100409490,250923382,501767352,1003519622,478483,923000,1825602,2729865,4538391,9058045,22602424,45177989,90329395,225733218,451394996,902776424,,,,
2020-09-02,530842,1024000,2025370,3028582,5035008,10049229,25075712,50121626,100213760,250434253,500789248,1001563443,478483,923000,1825602,2729865,4538391,9058045,22602424,45177989,90329395,225733218,451394996,902776424,,,,
2020-09-03,530842,1024000,2025370,3028582,5035008,10049229,25075712,50121626,100213760,250434253,500789248,1001563443,478483,923000,1825602,2729865,4538391,9058045,22602424,45177989,90329395,225733218,451394996,902776424,,,,
2020-09-04,529286,1021000,2019436,3019710,5020257,10019788,25002248,49974785,99920165,249700559,499322092,998629175,477446,921000,1821646,2723950,4528557,9038418,22553448,45080095,90133665,225244089,450416892,900820245,,,,
2020-09-05,528768,1020000,2017458,3016752,5015340,10009974,24977760,49925838,99822300,249455994,498833040,997651086,476928,920000,1819668,2720992,4523640,9028604,22528960,45031148,90035800,224999524,449927840,899842156,,,,
2020-09-06,528768,1020000,2017458,3016752,5015340,10009974,24977760,49925838,99822300,249455994,498833040,997651086,476928,920000,1819668,2720992,4523640,9028604,22528960,45031148,90035800,224999524,449927840,899842156,,,,
2020-09-07,528768,1020000,2017458,3016752,5015340,10009974,24977760,49925838,99822300,249455994,498833040,997651086,476928,920000,1819668,2720992,4523640,9028604,22528960,45031148,90035800,224999524,449927840,899842156,,,,
2020-09-08,526176,1015000,2007568,3001964,4990755,9960906,24855320,49681104,99332975,248233170,496387780,992760640,473818,914000,1807801,2703246,4494138,8969722,22382032,44737467,89448610,223532136,446993528,893973620,,,,
2020-09-09,527213,1017000,2011524,3007879,5000589,9980533,24904296,49778997,99528705,248722300,497365884,994716818,474854,916000,1811756,2709162,4503972,8989349,22431008,44835360,89644340,224021265,447971632,895929799,,,,
2020-09-10,532397,1027000,2031303,3037455,5049759,10078670,25149176,50268466,100507355,251167947,502256404,1004497711,480557,927000,1833513,2741695,4558059,9097300,22700376,45373776,90720855,226711477,453351204,906688781,,,,
2020-09-11,532915,1028000,2033281,3040413,5054676,10088484,25173664,50317413,100605220,251412512,502745456,1005475800,481594,929000,1837469,2747610,4567893,9116927,22749352,45471670,90916585,227200606,454329308,908644960,,,,
2020-09-12,534470,1031000,2039215,3049286,5069427,10117925,25247128,50464254,100898815,252146206,504212612,1008410068,483667,933000,1845381,2759441,4587561,9156182,22847304,45667458,91308045,228178865,456285516,912557317,,,,
2020-09-13,534470,1031000,2039215,3049286,5069427,10117925,25247128,50464254,100898815,252146206,504212612,1008410068,483667,933000,1845381,2759441,4587561,9156182,22847304,45667458,91308045,228178865,456285516,912557317,,,,
2020-09-14,534470,1031000,2039215,3049286,5069427,10117925,25247128,50464254,100898815,252146206,504212612,1008410068,483667,933000,1845381,2759441,4587561,9156182,22847304,45667458,91308045,228178865,456285516,912557317,,,,
2020-09-15,537581,1037000,2051082,3067031,5098929,10176807,25394056,50757935,101486005,253613594,507146924,1014278604,487296,940000,1859226,2780144,4621980,9224878,23018720,46010086,91993100,229890818,459708880,919403942,,,,
2020-09-16,533952,1030000,2037237,3046328,5064510,10108111,25222640,50415307,100800950,251901641,503723560,1007431979,483149,932000,1843403,2756483,4582644,9146368,22822816,45618511,91210180,227934300,455796464,911579228,,,,
2020-09-17,533952,1030000,2037237,3046328,5064510,10108111,25222640,50415307,100800950,251901641,503723560,1007431979,483149,932000,1843403,2756483,4582644,9146368,22822816,45618511,91210180,227934300,455796464,911579228,,,,
2020-09-18,533952,1030000,2037237,3046328,5064510,10108111,25222640,50415307,100800950,251901641,503723560,1007431979,483149,932000,1843403,2756483,4582644,9146368,22822816,45618511,91210180,227934300,455796464,911579228,,,,
2020-09-19,530323,1023000,2023392,3025625,5030091,10039415,25051224,50072679,100115895,250189688,500300196,1000585354,479520,925000,1829558,2735780,4548225,9077672,22651400,45275882,90525125,226222348,452373100,904732602,,,,
2020-09-20,530323,1023000,2023392,3025625,5030091,10039415,25051224,50072679,100115895,250189688,500300196,1000585354,479520,925000,1829558,2735780,4548225,9077672,22651400,45275882,90525125,226222348,452373100,904732602,,,,
2020-09-21,530842,1024000,2025370,3028582,5035008,10049229,25075712,50121626,100213760,250434253,500789248,1001563443,480038,926000,1831535,2738738,4553142,9087486,22675888,45324829,90622990,226466912,452862152,905710692,,,,
2020-09-22,523066,1009000,1995701,2984218,4961253,9902023,24708392,49387422,98745785,246765782,493453468,986892104,470189,907000,1793955,2682543,4459719,8901026,22210616,44394838,88763555,221820183,443570164,887126995,,,,
2020-09-23,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,465005,897000,1774176,2652967,4410549,8802889,21965736,43905369,87784905,219374536,438679644,877346102,,,,
2020-09-24,519437,1002000,1981856,2963515,4926834,9833327,24536976,49044794,98060730,245053829,490030104,980045479,461376,890000,1760331,2632264,4376130,8734193,21794320,43562741,87099850,217662583,435256280,870499477,,,,
2020-09-25,523066,1009000,1995701,2984218,4961253,9902023,24708392,49387422,98745785,246765782,493453468,986892104,465005,897000,1774176,2652967,4410549,8802889,21965736,43905369,87784905,219374536,438679644,877346102,,,,
2020-09-26,521510,1006000,1989767,2975346,4946502,9872582,24634928,49240581,98452190,246032088,491986312,983957836,463450,894000,1768243,2644094,4395798,8773448,21892272,43758529,87491310,218640842,437212488,874411834,,,,
2020-09-27,521510,1006000,1989767,2975346,4946502,9872582,24634928,49240581,98452190,246032088,491986312,983957836,463450,894000,1768243,2644094,4395798,8773448,21892272,43758529,87491310,218640842,437212488,874411834,,,,
2020-09-28,521510,1006000,1989767,2975346,4946502,9872582,24634928,49240581,98452190,246032088,491986312,983957836,463450,894000,1768243,2644094,4395798,8773448,21892272,43758529,87491310,218640842,437212488,874411834,,,,
2020-09-29,525658,1014000,2005591,2999006,4985838,9951092,24830832,49632157,99235110,247988606,495898728,991782550,468634,904000,1788022,2673670,4444968,8871585,22137152,44247998,88469960,221086489,442103008,884192727,,,,
2020-09-30,526694,1016000,2009546,3004922,4995672,9970719,24879808,49730050,99430840,248477735,496876832,993738729,470189,907000,1793955,2682543,4459719,8901026,22210616,44394838,88763555,221820183,443570164,887126995,,,,
2020-10-01,525139,1013000,2003613,2996049,4980921,9941278,24806344,49583210,99137245,247744041,495409676,990804461,468634,904000,1788022,2673670,4444968,8871585,22137152,44247998,88469960,221086489,442103008,884192727,,,,
2020-10-02,526176,1015000,2007568,3001964,4990755,9960906,24855320,49681104,99332975,248233170,496387780,992760640,470707,908000,1795933,2685501,4464636,8910840,22235104,44443785,88861420,222064748,444059216,888105084,,,,
2020-10-03,525658,1014000,2005591,2999006,4985838,9951092,24830832,49632157,99235110,247988606,495898728,991782550,470707,908000,1795933,2685501,4464636,8910840,22235104,44443785,88861420,222064748,444059216,888105084,,,,
2020-10-04,525658,1014000,2005591,2999006,4985838,9951092,24830832,49632157,99235110,247988606,495898728,991782550,470707,908000,1795933,2685501,4464636,8910840,22235104,44443785,88861420,222064748,444059216,888105084,,,,
2020-10-05,526176,1015000,2007568,3001964,4990755,9960906,24855320,49681104,99332975,248233170,496387780,992760640,471226,909000,1797911,2688458,4469553,8920653,22259592,44492732,88959285,222309312,444548268,889083174,,,,
2020-10-06,527213,1017000,2011524,3007879,5000589,9980533,24904296,49778997,99528705,248722300,497365884,994716818,472781,912000,1803845,2697331,4484304,8950094,22333056,44639573,89252880,223043006,446015424,892017442,,,,
2020-10-07,517882,999000,1975922,2954642,4912083,9803886,24463512,48897953,97767135,244320135,488562948,977111211,460858,889000,1758353,2629306,4371213,8724379,21769832,43513794,87001985,217418018,434767228,869521388,,,,
2020-10-08,520474,1004000,1985812,2969430,4936668,9852955,24585952,49142688,98256460,245542959,491008208,982001657,463450,894000,1768243,2644094,4395798,8773448,21892272,43758529,87491310,218640842,437212488,874411834,,,,
2020-10-09,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,465523,898000,1776154,2655925,4415466,8812703,21990224,43954316,87882770,219619101,439168696,878324191,,,,
2020-10-10,528250,1019000,2015480,3013794,5010423,10000160,24953272,49876891,99724435,249211429,498343988,996672997,473299,913000,1805823,2700289,4489221,8959908,22357544,44688520,89350745,223287571,446504476,892995531,,,,
2020-10-11,528250,1019000,2015480,3013794,5010423,10000160,24953272,49876891,99724435,249211429,498343988,996672997,473299,913000,1805823,2700289,4489221,8959908,22357544,44688520,89350745,223287571,446504476,892995531,,,,
2020-10-12,527213,1017000,2011524,3007879,5000589,9980533,24904296,49778997,99528705,248722300,497365884,994716818,472262,911000,1801867,2694374,4479387,8940281,22308568,44590626,89155015,222798442,445526372,891039352,,,,
2020-10-13,526176,1015000,2007568,3001964,4990755,9960906,24855320,49681104,99332975,248233170,496387780,992760640,471226,909000,1797911,2688458,4469553,8920653,22259592,44492732,88959285,222309312,444548268,889083174,,,,
2020-10-14,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,466560,900000,1780110,2661840,4425300,8832330,22039200,44052210,88078500,220108230,440146800,880280370,,,,
2020-10-15,523066,1009000,1995701,2984218,4961253,9902023,24708392,49387422,98745785,246765782,493453468,986892104,467597,902000,1784066,2667755,4435134,8851957,22088176,44150104,88274230,220597359,441124904,882236549,,,,
2020-10-16,524102,1011000,1999657,2990134,4971087,9921651,24757368,49485316,98941515,247254912,494431572,988848282,468634,904000,1788022,2673670,4444968,8871585,22137152,44247998,88469960,221086489,442103008,884192727,,,,
2020-10-17,522547,1008000,1993723,2981261,4956336,9892210,24683904,49338475,98647920,246521218,492964416,985914014,467597,902000,1784066,2667755,4435134,8851957,22088176,44150104,88274230,220597359,441124904,882236549,,,,
2020-10-18,522547,1008000,1993723,2981261,4956336,9892210,24683904,49338475,98647920,246521218,492964416,985914014,467597,902000,1784066,2667755,4435134,8851957,22088176,44150104,88274230,220597359,441124904,882236549,,,,
2020-10-19,522547,1008000,1993723,2981261,4956336,9892210,24683904,49338475,98647920,246521218,492964416,985914014,467078,901000,1782088,2664798,4430217,8842144,22063688,44101157,88176365,220352795,440635852,881258459,,,,
2020-10-20,522547,1008000,1993723,2981261,4956336,9892210,24683904,49338475,98647920,246521218,492964416,985914014,467078,901000,1782088,2664798,4430217,8842144,22063688,44101157,88176365,220352795,440635852,881258459,,,,
2020-10-21,524621,1012000,2001635,2993091,4976004,9931464,24781856,49534263,99039380,247499476,494920624,989826372,469670,906000,1791977,2679586,4454802,8891212,22186128,44345891,88665690,221575618,443081112,886148906,,,,
2020-10-22,524102,1011000,1999657,2990134,4971087,9921651,24757368,49485316,98941515,247254912,494431572,988848282,469152,905000,1790000,2676628,4449885,8881398,22161640,44296944,88567825,221331054,442592060,885170816,,,,
2020-10-23,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,466042,899000,1778132,2658882,4420383,8822516,22014712,44003263,87980635,219863665,439657748,879302281,,,,
2020-10-24,522547,1008000,1993723,2981261,4956336,9892210,24683904,49338475,98647920,246521218,492964416,985914014,466560,900000,1780110,2661840,4425300,8832330,22039200,44052210,88078500,220108230,440146800,880280370,,,,
2020-10-25,522547,1008000,1993723,2981261,4956336,9892210,24683904,49338475,98647920,246521218,492964416,985914014,466560,900000,1780110,2661840,4425300,8832330,22039200,44052210,88078500,220108230,440146800,880280370,,,,
2020-10-26,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,466042,899000,1778132,2658882,4420383,8822516,22014712,44003263,87980635,219863665,439657748,879302281,,,,
2020-10-27,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,466042,899000,1778132,2658882,4420383,8822516,22014712,44003263,87980635,219863665,439657748,879302281,,,,
2020-10-28,522029,1007000,1991745,2978303,4951419,9882396,24659416,49289528,98550055,246276653,492475364,984935925,466042,899000,1778132,2658882,4420383,8822516,22014712,44003263,87980635,219863665,439657748,879302281,,,,
2020-10-29,515808,995000,1968010,2942812,4892415,9764632,24365560,48702166,97375675,243341876,486606740,973198854,459821,887000,1754397,2623391,4361379,8704752,21720856,43415900,86806255,216928889,433789124,867565209,,,,
2020-10-30,514253,992000,1962077,2933939,4877664,9735190,24292096,48555325,97082080,242608182,485139584,970264586,458266,884000,1748464,2614518,4346628,8675311,21647392,43269060,86512660,216195195,432321968,864630941,,,,
